indicatorId,geoUnit,year,type,subtype,value
CR.MOD.1.M,MNG,2022,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MNG,2023,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MNG,2024,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2000,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2001,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2002,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2003,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2004,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2005,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2006,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2007,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2008,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2009,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2010,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2011,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2012,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2013,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2014,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2015,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2016,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2017,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2018,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2019,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2020,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2021,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2022,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2023,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MOZ,2024,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2000,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2001,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2002,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2003,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2004,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2005,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2006,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2007,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2008,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2009,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2010,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2011,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2012,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2013,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2014,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2015,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2016,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2017,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2018,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2019,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2020,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2021,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2022,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2023,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MRT,2024,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2000,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2001,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2002,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2003,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2004,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2005,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2006,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2007,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2008,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2009,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2010,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2011,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2012,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2013,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2014,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2015,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2016,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2017,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2018,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2019,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2020,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2021,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2022,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2023,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MUS,2024,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2000,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2001,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2002,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2003,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2004,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2005,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2006,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2007,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2008,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2009,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2010,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2011,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2012,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2013,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2014,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2015,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2016,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2017,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2018,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2019,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2020,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2021,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2022,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2023,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MWI,2024,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2000,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2001,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2002,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2003,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2004,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2005,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2006,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2007,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2008,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2009,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2010,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2011,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2012,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2013,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2014,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2015,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2016,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2017,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2018,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2019,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2020,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2021,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2022,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2023,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,MYS,2024,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2000,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2001,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2002,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2003,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2004,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2005,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2006,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2007,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2008,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2009,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2010,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2011,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2012,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2013,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2014,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2015,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2016,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2017,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2018,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2019,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2020,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2021,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2022,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2023,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NAM,2024,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2000,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2001,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2002,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2003,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2004,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2005,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2006,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2007,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2008,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2009,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2010,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2011,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2012,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2013,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2014,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2015,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2016,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2017,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2018,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2019,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2020,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2021,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2022,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2023,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NER,2024,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2000,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2001,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2002,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2003,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2004,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2005,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2006,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2007,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2008,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2009,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2010,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2011,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2012,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2013,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2014,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2015,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2016,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2017,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2018,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2019,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2020,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2021,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2022,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2023,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NGA,2024,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2000,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2001,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2002,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2003,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2004,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2005,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2006,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2007,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2008,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2009,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2010,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2011,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2012,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2013,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2014,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2015,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2016,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2017,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2018,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2019,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2020,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2021,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2022,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2023,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NIC,2024,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2000,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2001,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2002,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2003,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2004,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2005,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2006,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2007,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2008,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2009,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2010,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2011,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2012,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2013,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2014,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2015,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2016,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2017,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2018,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2019,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2020,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2021,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2022,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2023,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NLD,2024,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2000,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2001,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2002,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2003,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2004,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2005,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2006,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2007,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2008,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2009,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2010,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2011,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2012,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2013,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2014,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2015,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2016,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2017,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2018,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2019,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2020,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2021,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2022,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2023,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NOR,2024,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2000,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2001,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2002,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2003,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2004,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2005,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2006,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2007,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2008,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2009,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2010,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2011,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2012,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2013,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2014,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2015,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2016,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2017,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2018,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2019,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2020,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2021,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2022,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2023,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NPL,2024,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2000,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2001,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2002,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2003,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2004,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2005,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2006,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2007,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2008,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2009,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2010,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2011,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2012,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2013,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2014,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2015,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2016,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2017,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2018,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2019,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2020,Source,Data sources,GEMR modelled data; 17 February 2025
CR.MOD.1.M,NRU,2021,Source,Data sources,GEMR modelled data; 17 February 2025
