indicatorId,geoUnit,year,type,subtype,value
20063,ARG,2011,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARG,2012,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARG,2013,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARG,2014,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARG,2015,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARG,2016,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARG,2017,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARG,2018,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARG,2019,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARG,2020,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARG,2021,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARG,2022,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARG,2023,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARM,2000,Data Status,Data reporting,NA
20063,ARM,2000,Source,Data sources,UIS Education Survey
20063,ARM,2001,Data Status,Data reporting,NA
20063,ARM,2001,Source,Data sources,UIS Education Survey
20063,ARM,2002,Data Status,Data reporting,NA
20063,ARM,2002,Source,Data sources,UIS Education Survey
20063,ARM,2003,Data Status,Data reporting,NA
20063,ARM,2003,Source,Data sources,UIS Education Survey
20063,ARM,2004,Data Status,Data reporting,NA
20063,ARM,2004,Source,Data sources,UIS Education Survey
20063,ARM,2005,Data Status,Data reporting,NA
20063,ARM,2005,Source,Data sources,UIS Education Survey
20063,ARM,2006,Data Status,Data reporting,NA
20063,ARM,2006,Source,Data sources,UIS Education Survey
20063,ARM,2007,Data Status,Data reporting,NA
20063,ARM,2007,Source,Data sources,UIS Education Survey
20063,ARM,2008,Data Status,Data reporting,NA
20063,ARM,2008,Source,Data sources,UIS Education Survey
20063,ARM,2009,Data Status,Data reporting,NA
20063,ARM,2009,Source,Data sources,UIS Education Survey
20063,ARM,2010,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARM,2011,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARM,2012,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARM,2013,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARM,2014,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARM,2015,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARM,2016,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARM,2017,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARM,2018,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARM,2019,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARM,2020,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARM,2021,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARM,2022,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
